iter	Accuracy	Logloss
509	0.9531232351	0.4119467013
510	0.9533491472	0.4115656342
511	0.9534621032	0.4110086793
512	0.9535750593	0.4106899391
513	0.9544787078	0.4102227417
514	0.9544787078	0.409831895
515	0.9545916638	0.409381657
516	0.9552694002	0.4089671275
517	0.9561730487	0.4085306788
518	0.9561730487	0.4080745631
519	0.9563989608	0.4075914195
520	0.9563989608	0.4072225952
521	0.9561730487	0.4068094014
522	0.9563989608	0.4063474449
523	0.9562860047	0.4059110043
524	0.9566248729	0.4055062643
525	0.9573026093	0.4048960539
526	0.9575285214	0.4044853842
527	0.9579803456	0.4040184458
528	0.9580933017	0.4037780491
529	0.9579803456	0.4034663677
530	0.9577544335	0.4032027386
531	0.9580933017	0.4027077511
532	0.9575285214	0.4022610642
533	0.9579803456	0.4018375663
534	0.958658082	0.401345758
535	0.9593358184	0.4008946771
536	0.9596746865	0.4005282868
537	0.960578335	0.4000553545
538	0.9606912911	0.3996811726
539	0.9613690274	0.3992310666
540	0.9615949396	0.3990310262
541	0.9617078956	0.3986873449
542	0.9618208517	0.3983193779
543	0.9621597199	0.3978777998
544	0.9619338077	0.3975004869
545	0.9620467638	0.3971166329
546	0.9626115441	0.3968141426
547	0.9627245002	0.39631844
548	0.9626115441	0.3958714502
549	0.9622726759	0.3954649798
550	0.9626115441	0.3950427675
551	0.9622726759	0.3947251266
552	0.9626115441	0.3943527487
553	0.9627245002	0.3939622365
554	0.9629504123	0.3935271184
555	0.9627245002	0.3931226648
556	0.9630633683	0.3926715596
557	0.9632892805	0.3922754394
558	0.9635151926	0.3919799773
559	0.9644188411	0.391634956
560	0.9640799729	0.3913038326
561	0.9639670168	0.3909109892
562	0.964192929	0.3906543109
563	0.9647577093	0.3901380942
564	0.9653224896	0.3897299463
565	0.9652095335	0.3894473933
566	0.9653224896	0.3890257651
567	0.9653224896	0.3887600402
568	0.9660002259	0.3882321294
569	0.9657743138	0.3877610997
570	0.9660002259	0.3873537836
571	0.9660002259	0.386946968
572	0.966226138	0.3864976347
573	0.9663390941	0.3861333047
574	0.9667909183	0.3857810371
575	0.9667909183	0.3853751022
576	0.9666779623	0.3849731265
577	0.9675816108	0.3845766552
578	0.9673556986	0.3842330189
579	0.9676945668	0.3838486679
580	0.9676945668	0.3833600223
581	0.9678075229	0.3829836458
582	0.9675816108	0.3825810571
583	0.9682593471	0.3821577688
584	0.9685982153	0.3818379525
585	0.9689370835	0.3815278215
586	0.9692759517	0.3811162694
587	0.9693889077	0.3807099724
588	0.9700666441	0.3802738838
589	0.9693889077	0.3799452646
590	0.9695018638	0.3796358889
591	0.9704055123	0.3792132001
592	0.9704055123	0.3788990354
593	0.9708573365	0.3786189498
594	0.9706314244	0.3782759699
595	0.9706314244	0.3779210351
596	0.9710832486	0.3774356545
597	0.9713091607	0.3770144977
598	0.9714221168	0.376637222
599	0.9711962047	0.3761986498
600	0.9714221168	0.3757844607
601	0.9714221168	0.3754197786
602	0.9719868971	0.3751158065
603	0.9723257653	0.3746457575
604	0.9723257653	0.3743093451
605	0.9731164577	0.3738472512
606	0.9726646335	0.3734100175
607	0.9731164577	0.3729348533
608	0.9734553259	0.37262948
609	0.9732294138	0.3722092546
610	0.9737941941	0.3717435887
611	0.9740201062	0.3712636347
612	0.9741330622	0.370799209
613	0.9741330622	0.3705247236
614	0.9740201062	0.370203978
615	0.9744719304	0.3698443483
616	0.9741330622	0.3695124256
617	0.9741330622	0.3691415763
618	0.9744719304	0.3687546419
619	0.9744719304	0.3684607225
620	0.9750367107	0.3681718118
621	0.9751496668	0.3678523181
622	0.9752626228	0.3675718509
623	0.975488535	0.3670831844
624	0.9751496668	0.3668198206
625	0.9753755789	0.3664692167
626	0.9757144471	0.3661217899
627	0.975488535	0.3658822443
628	0.9753755789	0.3655164901
629	0.975601491	0.3650882731
630	0.9752626228	0.3646091281
631	0.975601491	0.3642674514
632	0.9758274031	0.3638916359
633	0.9762792274	0.3635471391
634	0.9760533153	0.3631659338
635	0.9760533153	0.3629473166
636	0.9758274031	0.3626769926
637	0.9760533153	0.362261476
638	0.9766180956	0.3618811684
639	0.9761662713	0.3615563164
640	0.9758274031	0.3611595234
641	0.9761662713	0.36083721
642	0.9759403592	0.3605696773
643	0.9760533153	0.3602239565
644	0.9762792274	0.3598782325
645	0.9765051395	0.3593820306
646	0.9768440077	0.35890512
647	0.9771828759	0.3584913123
648	0.9767310516	0.3581111683
649	0.9770699198	0.3578276817
650	0.9770699198	0.3575731698
651	0.9768440077	0.357168928
652	0.9769569637	0.3568626006
653	0.9771828759	0.3564544814
654	0.9776347001	0.3560977509
655	0.977521744	0.3558829022
656	0.9772958319	0.3555029307
657	0.977408788	0.3550660135
658	0.9777476562	0.3546784173
659	0.9778606122	0.3543087393
660	0.9777476562	0.3539590976
661	0.9778606122	0.3536757683
662	0.9776347001	0.3533589847
663	0.9776347001	0.3531029683
664	0.9778606122	0.3528205959
665	0.9777476562	0.3525394614
666	0.9777476562	0.3522916637
667	0.9779735683	0.3519505825
668	0.9780865243	0.3515793176
669	0.9781994804	0.3512189571
670	0.9780865243	0.3508309203
671	0.9777476562	0.350425054
672	0.9780865243	0.350019117
673	0.9781994804	0.3496146371
674	0.9783124365	0.3492564911
675	0.9778606122	0.3488373429
676	0.9778606122	0.3484225291
677	0.9778606122	0.3481619639
678	0.9779735683	0.3477430511
679	0.9786513046	0.3472460188
680	0.9783124365	0.3468961757
681	0.9789901728	0.3465092185
682	0.9789901728	0.3461391232
683	0.9788772168	0.3457281979
684	0.9791031289	0.3453120472
685	0.9794419971	0.3449517195
686	0.9794419971	0.3446610449
687	0.9795549531	0.3442812693
688	0.979329041	0.3438661659
689	0.9796679092	0.3434895745
690	0.9798938213	0.3430968001
691	0.9798938213	0.3425799823
692	0.9800067774	0.3422318542
693	0.9800067774	0.3418517974
694	0.9804586016	0.3414825046
695	0.9807974698	0.3412528082
696	0.9804586016	0.3409387325
697	0.9804586016	0.3405216954
698	0.9810233819	0.3400997218
699	0.9810233819	0.3397569837
700	0.981136338	0.3393249478
701	0.9807974698	0.3389853338
702	0.981249294	0.3386266377
703	0.9813622501	0.338358802
704	0.981136338	0.3379613348
705	0.9813622501	0.3377291841
706	0.981249294	0.3374793998
707	0.9814752061	0.3371237103
708	0.981249294	0.3368882853
709	0.9810233819	0.3364497798
710	0.9813622501	0.3361057613
711	0.9817011183	0.3357167982
712	0.9817011183	0.3353238459
713	0.9818140743	0.3350523466
714	0.9817011183	0.334715927
715	0.9819270304	0.3344265548
716	0.9821529425	0.3340055005
717	0.9821529425	0.3335876014
718	0.9823788546	0.3331939433
719	0.9824918107	0.3328743583
720	0.9829436349	0.3324906467
721	0.9828306789	0.3321958988
722	0.9826047667	0.3318800939
723	0.9829436349	0.3314470928
724	0.983056591	0.3311725981
725	0.983056591	0.3308971308
726	0.983169547	0.3306510046
727	0.9835084152	0.3302731951
728	0.983169547	0.329935952
729	0.9835084152	0.329525891
730	0.9836213713	0.329134336
731	0.9835084152	0.3287551142
732	0.9835084152	0.3283887461
733	0.9837343273	0.328176989
734	0.9838472834	0.3277957382
735	0.9840731955	0.3274334153
736	0.9841861516	0.3270120937
737	0.9841861516	0.326664479
738	0.9844120637	0.3263086584
739	0.9846379758	0.3260495973
740	0.984976844	0.3256988816
741	0.9848638879	0.3254246863
742	0.9846379758	0.3251885475
743	0.984976844	0.3248378049
744	0.9850898001	0.3244622884
745	0.9852027561	0.3240370842
746	0.9855416243	0.3237256864
747	0.9854286682	0.3233546806
748	0.9852027561	0.3230010141
749	0.9855416243	0.3226590066
750	0.9856545804	0.3223205118
751	0.9855416243	0.3220635611
752	0.9856545804	0.321761287
753	0.9862193607	0.3214497205
754	0.9862193607	0.3210685457
755	0.9863323167	0.3207505373
756	0.9863323167	0.3205349493
757	0.9863323167	0.3202112944
758	0.9863323167	0.3199393725
759	0.9862193607	0.3195991385
760	0.9859934485	0.3193445965
761	0.9862193607	0.3190441994
762	0.9866711849	0.3187941816
763	0.986897097	0.3184738846
764	0.986784141	0.3181905406
765	0.9870100531	0.3178089595
766	0.9876877894	0.317461984
767	0.9873489213	0.3172114325
768	0.9872359652	0.3168852145
769	0.9878007455	0.3166048447
770	0.9880266576	0.3162746778
771	0.9878007455	0.3159087387
772	0.9879137016	0.3156637558
773	0.9878007455	0.3154193184
774	0.9876877894	0.3150241053
775	0.9879137016	0.3146385909
776	0.9881396137	0.3144360869
777	0.9880266576	0.3140728177
778	0.9884784819	0.3137135026
779	0.9882525698	0.3134377954
780	0.9880266576	0.3131851547
781	0.9881396137	0.312936265
782	0.9879137016	0.3126280414
783	0.9881396137	0.3123369923
784	0.9882525698	0.3121283853
785	0.9881396137	0.3118890676
786	0.9884784819	0.3115319017
787	0.9883655258	0.3111798852
788	0.9883655258	0.3109695606
789	0.9884784819	0.310608134
790	0.9882525698	0.3102494913
791	0.9884784819	0.3099931019
792	0.9884784819	0.3096921843
793	0.9885914379	0.3094729895
794	0.9884784819	0.3091143438
795	0.9889303061	0.3086537316
796	0.9890432622	0.3083174842
797	0.9892691743	0.3080054719
798	0.9893821304	0.3076287337
799	0.9893821304	0.3072945327
800	0.9892691743	0.3070590069
801	0.9889303061	0.3066951261
802	0.9890432622	0.3063496232
803	0.9892691743	0.3059932908
804	0.9892691743	0.3056108839
805	0.9890432622	0.3052624782
806	0.9892691743	0.3049417558
807	0.9897209985	0.3046146282
808	0.9896080425	0.3043191518
809	0.9894950864	0.3039686409
810	0.9900598667	0.3036320079
811	0.9902857788	0.3033437528
812	0.9903987349	0.3030416936
813	0.9902857788	0.3026943109
814	0.9903987349	0.3022937557
815	0.990511691	0.3020019495
816	0.990511691	0.3016657571
817	0.990624647	0.3014459682
818	0.9907376031	0.3011047552
819	0.9909635152	0.3007960283
820	0.9909635152	0.300496165
821	0.9909635152	0.3002640276
822	0.9910764713	0.2999799595
823	0.9910764713	0.2997291684
824	0.9909635152	0.2994956137
825	0.9910764713	0.2991749053
826	0.9913023834	0.2989202812
827	0.9915282955	0.2986557552
828	0.9916412516	0.2983188815
829	0.9913023834	0.2980610792
830	0.9915282955	0.2977186874
831	0.9915282955	0.2974042025
832	0.9911894273	0.2971891344
833	0.9914153394	0.2969043393
834	0.9913023834	0.2966118727
835	0.9916412516	0.2963563238
836	0.9916412516	0.2961164941
837	0.9915282955	0.2959030315
838	0.9914153394	0.2957131967
839	0.9916412516	0.2954451578
840	0.9916412516	0.2951403308
841	0.9916412516	0.2949540827
842	0.9917542076	0.2946246293
843	0.9917542076	0.2943190104
844	0.9918671637	0.293992565
845	0.9918671637	0.2936891462
846	0.9920930758	0.2933156732
847	0.992431944	0.2930771624
848	0.992431944	0.2928334904
849	0.9922060319	0.292581698
850	0.9922060319	0.2923786476
851	0.9922060319	0.2920263773
852	0.9919801197	0.2916953961
853	0.9919801197	0.2914540691
854	0.9919801197	0.2912238901
855	0.9922060319	0.2910243886
856	0.9919801197	0.2906699679
857	0.9919801197	0.2903878439
858	0.9919801197	0.2901488575
859	0.9920930758	0.289850102
860	0.9919801197	0.2895664287
861	0.9919801197	0.2893426321
862	0.9922060319	0.2890708962
863	0.9925449	0.288771238
864	0.9925449	0.2885482135
865	0.9925449	0.288145228
866	0.9926578561	0.2878334473
867	0.9927708122	0.2874276191
868	0.9927708122	0.2871234108
869	0.9928837682	0.2868344124
870	0.9932226364	0.2865258248
871	0.9929967243	0.2862298455
872	0.9931096803	0.2859712933
873	0.9931096803	0.2857480285
874	0.9932226364	0.285410624
875	0.9933355925	0.2850661398
876	0.9933355925	0.2848451437
877	0.9932226364	0.2845678442
878	0.9929967243	0.2843077139
879	0.9929967243	0.2840476932
880	0.9931096803	0.2837256965
881	0.9931096803	0.2834371821
882	0.9931096803	0.2832454114
883	0.9933355925	0.2829285869
