iter	Accuracy	Logloss
884	0.9933355925	0.2826782682
885	0.9933355925	0.2823869269
886	0.9933355925	0.2820581775
887	0.9933355925	0.2817791199
888	0.9933355925	0.281619702
889	0.9935615046	0.2812654693
890	0.9936744606	0.2809132845
891	0.9936744606	0.2806256607
892	0.9935615046	0.2804074043
893	0.9935615046	0.2801040598
894	0.9936744606	0.2799007322
895	0.9935615046	0.2797021884
896	0.9935615046	0.2794350209
897	0.9936744606	0.2791562621
898	0.9936744606	0.2788867984
899	0.9936744606	0.2786607149
900	0.9936744606	0.2784460966
901	0.9936744606	0.2783404546
902	0.9936744606	0.2781168809
903	0.9936744606	0.2777844544
904	0.9936744606	0.2775639259
905	0.9936744606	0.277275398
906	0.9936744606	0.2770159215
907	0.9936744606	0.2768003228
908	0.9936744606	0.2765544737
909	0.9937874167	0.2763373459
910	0.9937874167	0.2761283948
911	0.9937874167	0.2759071257
912	0.9937874167	0.2755966558
913	0.9939003728	0.275355582
914	0.9937874167	0.2751246153
915	0.9940133288	0.2747896739
916	0.9939003728	0.2744774443
917	0.9940133288	0.2742848489
918	0.9940133288	0.2740679931
919	0.9940133288	0.2738473396
920	0.9941262849	0.2735437351
921	0.994352197	0.2732478019
922	0.994352197	0.2731380234
923	0.994352197	0.2728587416
924	0.9942392409	0.2725526469
925	0.9942392409	0.272284624
926	0.9942392409	0.2720027142
927	0.9941262849	0.2717165013
928	0.9942392409	0.271446435
929	0.9945781091	0.2712378824
930	0.9945781091	0.2711073828
931	0.9945781091	0.2708478217
932	0.9945781091	0.2705104246
933	0.9945781091	0.2701963207
934	0.9945781091	0.2699689924
935	0.9944651531	0.2697373351
936	0.9944651531	0.2694707947
937	0.9944651531	0.2693270248
938	0.9944651531	0.2691365871
939	0.9944651531	0.2688943602
940	0.9945781091	0.2687062163
941	0.9944651531	0.2684112205
942	0.9944651531	0.2681478592
943	0.9944651531	0.267975318
944	0.9945781091	0.2677767748
945	0.9945781091	0.2674467873
946	0.9945781091	0.2671490953
947	0.9945781091	0.2668734563
948	0.9945781091	0.2666232352
949	0.9944651531	0.2663361891
950	0.9945781091	0.2660883962
951	0.9945781091	0.2658097766
952	0.9944651531	0.2655792933
953	0.9945781091	0.2652877628
954	0.9948040212	0.264981706
955	0.9948040212	0.2647672837
956	0.9948040212	0.2646046131
957	0.9948040212	0.2643571184
958	0.9948040212	0.2640782341
959	0.9948040212	0.2638716494
960	0.9948040212	0.2636235891
961	0.9948040212	0.2633816202
962	0.9948040212	0.2631190382
963	0.9949169773	0.2628930225
964	0.9950299334	0.2626596004
965	0.9950299334	0.2624335511
966	0.9949169773	0.2621993443
967	0.9949169773	0.2618715635
968	0.9949169773	0.2616979424
969	0.9950299334	0.2614093381
970	0.9949169773	0.2612082901
971	0.9950299334	0.2610075922
972	0.9948040212	0.2607628958
973	0.9949169773	0.260428968
974	0.9949169773	0.2602061676
975	0.9949169773	0.2599494317
976	0.9948040212	0.2596573498
977	0.9948040212	0.2595279965
978	0.9948040212	0.2592649799
979	0.9949169773	0.2589750354
980	0.9949169773	0.2586981384
981	0.9948040212	0.2584104916
982	0.9946910652	0.2581279466
983	0.9945781091	0.2579084188
984	0.9946910652	0.2576907913
985	0.9948040212	0.2574591795
986	0.9948040212	0.257246873
987	0.9948040212	0.2570369504
988	0.9946910652	0.2567505954
989	0.9948040212	0.2564527227
990	0.9946910652	0.2562468823
991	0.9946910652	0.2559421715
992	0.9949169773	0.2557195773
993	0.9949169773	0.2555124574
994	0.9949169773	0.2552466511
995	0.9948040212	0.2550081937
996	0.9949169773	0.2547895301
997	0.9950299334	0.2546245639
998	0.9951428894	0.254377774
999	0.9951428894	0.2541793478
